Product Number,Material,Form,Choice,Grade,Finish,Surface,Quantity,Weight (t),Length (mm),Width (mm),Height (mm),Thickness (mm),Outer Diameter (mm),Wall Thickness (mm),Web Thickness (mm),Flange Thickness (mm),Certificates,Location
12309123,Carbon Steel,Slit Coils,2nd Choice,HX260LAD,Hot-dip Galvanized (+Z),,1,0.142,,160.21,,1.5,,,,,,PT
74305986,Carbon Steel,Slit Coils,2nd Choice,DX51D,Hot-dip Galvanized (+Z),,1,0.143,,138.04,,1.43,,,,,,PT
95627777,Carbon Steel,Slit Coils,2nd Choice,HX260LAD,Hot-dip Galvanized (+Z),,1,0.147,,226.24,,2.4,,,,,,PT
23842922,Carbon Steel,Slit Coils,2nd Choice,DX51D,Hot-dip Galvanized (+Z),,1,0.148,,295.58,,0.6,,,,,,PT
51160063,Carbon Steel,Slit Coils,2nd Choice,HX260LAD,Hot-dip Galvanized (+Z),,1,0.16,,194.12,,1.35,,,,,,PT
16854134,Carbon Steel,Slit Coils,2nd Choice,DX54D,Hot-dip Galvanized (+Z),,1,0.167,,292.08,,1.45,,,,,,PT
93798661,Carbon Steel,Slit Coils,2nd Choice,DX51D,Hot-dip Galvanized (+Z),,1,0.177,,160.16,,1,,,,,,PT
77760580,Carbon Steel,Slit Coils,2nd Choice,DX51D,Hot-dip Galvanized (+Z),,1,0.178,,137.07,,0.5,,,,,,PT
29457907,Carbon Steel,Slit Coils,2nd Choice,DX51D,Hot-dip Galvanized (+Z),,1,0.179,,428,,0.72,,,,,,PT
85542950,Carbon Steel,Slit Coils,2nd Choice,HR45,Hot-dip Galvanized (+Z),,1,0.182,,135.04,,4,,,,,,PT
87825261,Carbon Steel,Slit Coils,2nd Choice,DX51D,Hot-dip Galvanized (+Z),,1,0.123,,144.06,,0.53,,,,,,PT
18324259,Carbon Steel,Slit Coils,2nd Choice,S280GD,Hot-dip Galvanized (+Z),,1,0.184,,188.64,,1.5,,,,,,PT
64167756,Carbon Steel,Slit Coils,2nd Choice,HX220LAD,Hot-dip Galvanized (+Z),,1,0.184,,347.1,,2.5,,,,,,PT
49970351,Carbon Steel,Slit Coils,2nd Choice,HX340LAD,Hot-dip Galvanized (+Z),,1,0.188,,186.27,,2.1,,,,,,PT
33090912,Carbon Steel,Slit Coils,2nd Choice,DX51D,Hot-dip Galvanized (+Z),,1,0.19,,172.08,,1,,,,,,PT
75428441,Carbon Steel,Slit Coils,2nd Choice,DX51D,Hot-dip Galvanized (+Z),,1,0.192,,160.16,,1,,,,,,PT
66819578,Carbon Steel,Slit Coils,2nd Choice,DP600,Hot-dip Galvanized (+Z),,1,0.2,,349.13,,0.85,,,,,,PT
79838958,Carbon Steel,Slit Coils,2nd Choice,DX54D,Hot-dip Galvanized (+Z),,1,0.201,,274.12,,1,,,,,,PT
34683156,Carbon Steel,Slit Coils,2nd Choice,S320GD,Hot-dip Galvanized (+Z),,1,0.203,,234.26,,1.43,,,,,,PT
15919977,Carbon Steel,Slit Coils,2nd Choice,DX51D,Hot-dip Galvanized (+Z),,1,0.209,,310.12,,1.5,,,,,,PT
86231880,Carbon Steel,Slit Coils,2nd Choice,DX51D,Hot-dip Galvanized (+Z),,1,0.209,,310.13,,1.5,,,,,,PT
10016688,Carbon Steel,Slit Coils,2nd Choice,DX51D,Hot-dip Galvanized (+Z),,1,0.125,,144.08,,0.53,,,,,,PT
17073460,Carbon Steel,Slit Coils,2nd Choice,DX51D,Hot-dip Galvanized (+Z),,1,0.21,,117.09,,1.5,,,,,,PT
78971359,Carbon Steel,Slit Coils,2nd Choice,DX51D,Hot-dip Galvanized (+Z),,1,0.213,,145.1,,0.53,,,,,,PT
96095462,Carbon Steel,Slit Coils,2nd Choice,DX51D,Hot-dip Galvanized (+Z),,1,0.22,,137.02,,0.5,,,,,,PT
30218284,Carbon Steel,Slit Coils,2nd Choice,S220GD,Hot-dip Galvanized (+Z),,1,0.226,,416.12,,1.5,,,,,,PT
73558439,Carbon Steel,Slit Coils,2nd Choice,DX54D,Hot-dip Galvanized (+Z),,1,0.228,,380.11,,0.8,,,,,,PT
31103211,Carbon Steel,Slit Coils,2nd Choice,HX300LAD,Hot-dip Galvanized (+Z),,1,0.229,,294.27,,1.5,,,,,,PT
26250960,Carbon Steel,Slit Coils,2nd Choice,DX51D,Hot-dip Galvanized (+Z),,1,0.233,,283.21,,2,,,,,,PT
42254306,Carbon Steel,Slit Coils,2nd Choice,S220GD,Hot-dip Galvanized (+Z),,1,0.238,,416.21,,1.5,,,,,,PT
82520441,Carbon Steel,Slit Coils,2nd Choice,DX51D,Hot-dip Galvanized (+Z),,1,0.24,,232.03,,1.5,,,,,,PT
34860479,Carbon Steel,Slit Coils,2nd Choice,HC300LA,Hot-dip Galvanized (+Z),,1,0.257,,105,,0.65,,,,,,PT
10176009,Carbon Steel,Slit Coils,2nd Choice,HX300LAD,Hot-dip Galvanized (+Z),,1,0.125,,160.3,,1.5,,,,,,PT
52696948,Carbon Steel,Slit Coils,2nd Choice,S320GD,Hot-dip Galvanized (+Z),,1,0.268,,194,,1.43,,,,,,PT
82963225,Carbon Steel,Slit Coils,2nd Choice,CR210LA,Hot-dip Galvanized (+Z),,1,0.27,,457.25,,1,,,,,,PT
91414237,Carbon Steel,Slit Coils,2nd Choice,DX51D,Hot-dip Galvanized (+Z),,1,0.283,,162.08,,1.8,,,,,,PT
82599063,Carbon Steel,Slit Coils,2nd Choice,DX53D,Hot-dip Galvanized (+Z),,1,0.287,,246.1,,1,,,,,,PT
76068266,Carbon Steel,Slit Coils,2nd Choice,DX54D,Hot-dip Galvanized (+Z),,1,0.289,,274.1,,1,,,,,,PT
56605991,Carbon Steel,Slit Coils,2nd Choice,DX51D,Hot-dip Galvanized (+Z),,1,0.29,,373.65,,0.7,,,,,,PT
88168181,Carbon Steel,Slit Coils,2nd Choice,HX340LAD,Hot-dip Galvanized (+Z),,1,0.291,,242.87,,1.2,,,,,,PT
14456709,Carbon Steel,Slit Coils,2nd Choice,DX51D,Hot-dip Galvanized (+Z),,1,0.299,,137.07,,0.5,,,,,,PT
21420606,Carbon Steel,Slit Coils,2nd Choice,DX51D,Hot-dip Galvanized (+Z),,1,0.3,,310.12,,0.6,,,,,,PT
74260318,Carbon Steel,Slit Coils,2nd Choice,S320GD,Hot-dip Galvanized (+Z),,1,0.304,,194,,1.43,,,,,,PT
60404501,Carbon Steel,Slit Coils,2nd Choice,S280GD,Hot-dip Galvanized (+Z),,1,0.127,,214.02,,1.5,,,,,,PT
87403866,Carbon Steel,Slit Coils,2nd Choice,HR60,Hot-dip Galvanized (+Z),,1,0.306,,454.39,,4,,,,,,PT
94171309,Carbon Steel,Slit Coils,2nd Choice,S280GD,Hot-dip Galvanized (+Z),,1,0.316,,109.8,,2,,,,,,PT
50762989,Carbon Steel,Slit Coils,2nd Choice,HX260LAD,Hot-dip Galvanized (+Z),,1,0.32,,550.1,,1.5,,,,,,PT
10190217,Carbon Steel,Slit Coils,2nd Choice,HCT590X,Hot-dip Galvanized (+Z),,1,0.326,,399.01,,1.27,,,,,,PT
11099459,Carbon Steel,Slit Coils,2nd Choice,HCT590X,Hot-dip Galvanized (+Z),,1,0.326,,399.03,,1.27,,,,,,PT
18170109,Carbon Steel,Slit Coils,2nd Choice,HCT590X,Hot-dip Galvanized (+Z),,1,0.326,,399.07,,1.27,,,,,,PT
39847976,Carbon Steel,Slit Coils,2nd Choice,HX340LAD,Hot-dip Galvanized (+Z),,1,0.327,,526,,1.2,,,,,,PT
75021620,Carbon Steel,Slit Coils,2nd Choice,DX51D,Hot-dip Galvanized (+Z),,1,0.337,,110,,2,,,,,,PT
18184028,Carbon Steel,Slit Coils,2nd Choice,HX380LAD,Hot-dip Galvanized (+Z),,1,0.341,,188,,4,,,,,,PT
70796035,Carbon Steel,Slit Coils,2nd Choice,S280GD,Hot-dip Galvanized (+Z),,1,0.35,,250,,0.63,,,,,,PT
33802873,Carbon Steel,Slit Coils,2nd Choice,DX51D,Hot-dip Galvanized (+Z),,1,0.129,,144.04,,0.53,,,,,,PT
65802374,Carbon Steel,Slit Coils,2nd Choice,DX52D,Hot-dip Galvanized (+Z),,1,0.354,,135,,0.9,,,,,,PT
50094819,Carbon Steel,Slit Coils,2nd Choice,HX220LAD,Hot-dip Galvanized (+Z),,1,0.355,,105,,1.25,,,,,,PT
16365347,Carbon Steel,Slit Coils,2nd Choice,DX51D,Hot-dip Galvanized (+Z),,1,0.359,,224.14,,2,,,,,,PT
84108325,Carbon Steel,Slit Coils,2nd Choice,DX53D,Hot-dip Galvanized (+Z),,1,0.369,,246.24,,1,,,,,,PT
33022297,Carbon Steel,Slit Coils,2nd Choice,DX51D,Hot-dip Galvanized (+Z),,1,0.373,,240.18,,1.8,,,,,,PT
71283888,Carbon Steel,Slit Coils,2nd Choice,HX220LAD,Hot-dip Galvanized (+Z),,1,0.374,,105,,1.25,,,,,,PT
63611763,Carbon Steel,Slit Coils,2nd Choice,HX260LAD,Hot-dip Galvanized (+Z),,1,0.377,,116.49,,2,,,,,,PT
62656813,Carbon Steel,Slit Coils,2nd Choice,XE780C,Hot-dip Galvanized (+Z),,1,0.383,,120,,1.5,,,,,,PT
46824483,Carbon Steel,Slit Coils,2nd Choice,HCT780X,Hot-dip Galvanized (+Z),,1,0.392,,117.25,,2,,,,,,PT
53907717,Carbon Steel,Slit Coils,2nd Choice,DX51D,Hot-dip Galvanized (+Z),,1,0.392,,122.8,,0.53,,,,,,PT
27394783,Carbon Steel,Slit Coils,2nd Choice,DX51D,Hot-dip Galvanized (+Z),,1,0.13,,137.05,,0.5,,,,,,PT
89556436,Carbon Steel,Slit Coils,2nd Choice,DX51D,Hot-dip Galvanized (+Z),,1,0.424,,123,,0.6,,,,,,PT
34661226,Carbon Steel,Slit Coils,2nd Choice,HX260LAD,Hot-dip Galvanized (+Z),,1,0.428,,100.1,,1.75,,,,,,PT
77449460,Carbon Steel,Slit Coils,2nd Choice,HX260LAD,Hot-dip Galvanized (+Z),,1,0.428,,100.1,,1.75,,,,,,PT
67751137,Carbon Steel,Slit Coils,2nd Choice,HX220LAD,Hot-dip Galvanized (+Z),,1,0.43,,492.1,,1.2,,,,,,PT
87790090,Carbon Steel,Slit Coils,2nd Choice,HR660Y760T-CP,Hot-dip Galvanized (+Z),,1,0.438,,444,,2.4,,,,,,PT
56491451,Carbon Steel,Slit Coils,2nd Choice,HC380LA,Hot-dip Galvanized (+Z),,1,0.44,,100,,1.51,,,,,,PT
30879276,Carbon Steel,Slit Coils,2nd Choice,DX53D,Hot-dip Galvanized (+Z),,1,0.44,,106.48,,1,,,,,,PT
14516691,Carbon Steel,Slit Coils,2nd Choice,DX53D,Hot-dip Galvanized (+Z),,1,0.457,,160,,1,,,,,,PT
75319506,Carbon Steel,Slit Coils,2nd Choice,HX260LAD,Hot-dip Galvanized (+Z),,1,0.481,,100,,1.75,,,,,,PT
38484953,Carbon Steel,Slit Coils,2nd Choice,DX52D,Hot-dip Galvanized (+Z),,1,0.485,,138,,1.25,,,,,,PT
82047574,Carbon Steel,Slit Coils,2nd Choice,DX51D,Hot-dip Galvanized (+Z),,1,0.13,,144.09,,0.53,,,,,,PT
27897229,Carbon Steel,Slit Coils,2nd Choice,DX53D,Hot-dip Galvanized (+Z),,1,0.487,,165,,0.7,,,,,,PT
12254447,Carbon Steel,Slit Coils,2nd Choice,HX260LAD,Hot-dip Galvanized (+Z),,1,0.496,,100,,1.75,,,,,,PT
86660323,Carbon Steel,Slit Coils,2nd Choice,HCT600X,Hot-dip Galvanized (+Z),,1,0.499,,125,,1.25,,,,,,PT
22739144,Carbon Steel,Slit Coils,2nd Choice,DX54D,Hot-dip Galvanized (+Z),,1,0.5,,425.23,,0.8,,,,,,PT
77858946,Carbon Steel,Slit Coils,2nd Choice,HX340LAD,Hot-dip Galvanized (+Z),,1,0.503,,126,,1.2,,,,,,PT
91018763,Carbon Steel,Slit Coils,2nd Choice,HX300LAD,Hot-dip Galvanized (+Z),,1,0.513,,130,,0.67,,,,,,PT
41425771,Carbon Steel,Slit Coils,2nd Choice,S315MC,Hot-dip Galvanized (+Z),,1,0.515,,149.85,,2.5,,,,,,PT
35808620,Carbon Steel,Slit Coils,2nd Choice,HX300LAD,Hot-dip Galvanized (+Z),,1,0.52,,130,,0.67,,,,,,PT
13694107,Carbon Steel,Slit Coils,2nd Choice,DX53D,Hot-dip Galvanized (+Z),,1,0.52,,173.24,,2.3,,,,,,PT
88818979,Carbon Steel,Slit Coils,2nd Choice,P260,Hot-dip Galvanized (+Z),,1,0.525,,136.12,,1.75,,,,,,PT
91618346,Carbon Steel,Slit Coils,2nd Choice,DC01,Hot-dip Galvanized (+Z),,1,0.36,,52,,0.8,,,,,,PT
41094495,Carbon Steel,Slit Coils,2nd Choice,DC01,Hot-dip Galvanized (+Z),,1,0.35,,52,,0.8,,,,,,PT
50817647,Carbon Steel,Slit Coils,2nd Choice,CR300LA,Hot-dip Galvanized (+Z),,1,0.379,,54,,1.2,,,,,,PT
50522711,Carbon Steel,Slit Coils,2nd Choice,DX54D,Hot-dip Galvanized (+Z),,1,0.39,,77,,1.8,,,,,,PT
83720595,Carbon Steel,Slit Coils,2nd Choice,DX54D,Hot-dip Galvanized (+Z),,1,0.41,,77,,1.8,,,,,,PT
71723685,Carbon Steel,Slit Coils,2nd Choice,DX53D,Hot-dip Galvanized (+Z),,1,0.291,,78.9,,1.18,,,,,,PT
90047560,Carbon Steel,Slit Coils,2nd Choice,HX260LAD,Hot-dip Galvanized (+Z),,1,0.406,,78.9,,1.5,,,,,,PT
14009421,Carbon Steel,Slit Coils,2nd Choice,HX260LAD,Hot-dip Galvanized (+Z),,1,0.44,,79.24,,1.75,,,,,,PT
57028340,Carbon Steel,Slit Coils,2nd Choice,HX260LAD,Hot-dip Galvanized (+Z),,1,0.695,,79.78,,1.6,,,,,,PT
60444417,Carbon Steel,Slit Coils,2nd Choice,HX260LAD,Hot-dip Galvanized (+Z),,1,0.389,,79.8,,1.28,,,,,,PT
78926696,Carbon Steel,Slit Coils,2nd Choice,HX300LAD,Hot-dip Galvanized (+Z),,1,0.726,,79.85,,1.75,,,,,,PT
70097520,Carbon Steel,Slit Coils,2nd Choice,DX53D,Hot-dip Galvanized (+Z),,1,0.622,,79.85,,1,,,,,,PT
65455131,Carbon Steel,Slit Coils,2nd Choice,DX53D,Hot-dip Galvanized (+Z),,1,0.666,,79.85,,1,,,,,,PT
66112828,Carbon Steel,Slit Coils,2nd Choice,CR300LA,Hot-dip Galvanized (+Z),,1,0.384,,54,,1.2,,,,,,PT
46085637,Carbon Steel,Slit Coils,2nd Choice,HX260LAD,Hot-dip Galvanized (+Z),,1,0.389,,80,,1.8,,,,,,PT
49985164,Carbon Steel,Slit Coils,2nd Choice,HC300LA,Hot-dip Galvanized (+Z),,1,0.461,,80,,1.25,,,,,,PT
90619986,Carbon Steel,Slit Coils,2nd Choice,HC300LA,Hot-dip Galvanized (+Z),,1,0.669,,80,,1.5,,,,,,PT
87369253,Carbon Steel,Slit Coils,2nd Choice,DP450,Hot-dip Galvanized (+Z),,1,0.707,,80,,1.25,,,,,,PT
88038590,Carbon Steel,Slit Coils,2nd Choice,DP450,Hot-dip Galvanized (+Z),,1,0.603,,80,,1.25,,,,,,PT
63547831,Carbon Steel,Slit Coils,2nd Choice,HX260LAD,Hot-dip Galvanized (+Z),,1,0.531,,80,,1.6,,,,,,PT
14104669,Carbon Steel,Slit Coils,2nd Choice,HC300LA,Hot-dip Galvanized (+Z),,1,0.677,,80,,1.25,,,,,,PT
52450507,Carbon Steel,Slit Coils,2nd Choice,DX52D,Hot-dip Galvanized (+Z),,1,0.611,,80,,1.5,,,,,,PT
56256357,Carbon Steel,Slit Coils,2nd Choice,DX51D,Hot-dip Galvanized (+Z),,1,0.415,,80.01,,0.6,,,,,,PT
82417371,Carbon Steel,Slit Coils,2nd Choice,HX260LAD,Hot-dip Galvanized (+Z),,1,0.55,,80.2,,1.5,,,,,,PT
89863369,Carbon Steel,Slit Coils,2nd Choice,HX220LAD,Hot-dip Galvanized (+Z),,1,0.587,,54.67,,0.8,,,,,,PT
93337366,Carbon Steel,Slit Coils,2nd Choice,HCT590X,Hot-dip Galvanized (+Z),,1,0.63,,80.44,,2,,,,,,PT
81758339,Carbon Steel,Slit Coils,2nd Choice,HX220LAD,Hot-dip Galvanized (+Z),,1,0.837,,82,,2.5,,,,,,PT
90507970,Carbon Steel,Slit Coils,2nd Choice,HC220P,Hot-dip Galvanized (+Z),,1,0.423,,82.97,,1.15,,,,,,PT
52916335,Carbon Steel,Slit Coils,2nd Choice,HX300LAD,Hot-dip Galvanized (+Z),,1,0.578,,83,,1.9,,,,,,PT
20897603,Carbon Steel,Slit Coils,2nd Choice,DX52D,Hot-dip Galvanized (+Z),,1,0.362,,84.8,,1.25,,,,,,PT
45663723,Carbon Steel,Slit Coils,2nd Choice,DX53D,Hot-dip Galvanized (+Z),,1,0.351,,85,,1,,,,,,PT
69475291,Carbon Steel,Slit Coils,2nd Choice,HC220P,Hot-dip Galvanized (+Z),,1,0.47,,85.32,,1.15,,,,,,PT
78454551,Carbon Steel,Slit Coils,2nd Choice,DX51D,Hot-dip Galvanized (+Z),,1,0.307,,86.34,,1.8,,,,,,PT
38019610,Carbon Steel,Slit Coils,2nd Choice,DX51D,Hot-dip Galvanized (+Z),,1,0.318,,86.68,,1.8,,,,,,PT
91767119,Carbon Steel,Slit Coils,2nd Choice,HX340LAD,Hot-dip Galvanized (+Z),,1,0.255,,87,,2,,,,,,PT
86346935,Carbon Steel,Slit Coils,2nd Choice,HX260LAD,Hot-dip Galvanized (+Z),,1,0.395,,54.8,,1.5,,,,,,PT
91311628,Carbon Steel,Slit Coils,2nd Choice,HX260LAD,Hot-dip Galvanized (+Z),,1,0.686,,87.12,,1.28,,,,,,PT
83488327,Carbon Steel,Slit Coils,2nd Choice,DX53D,Hot-dip Galvanized (+Z),,1,0.459,,88,,2.5,,,,,,PT
92655563,Carbon Steel,Slit Coils,2nd Choice,DX51D,Hot-dip Galvanized (+Z),,1,0.538,,88,,3,,,,,,PT
41908271,Carbon Steel,Slit Coils,2nd Choice,HR60,Hot-dip Galvanized (+Z),,1,0.679,,89.9,,3.5,,,,,,PT
52488347,Carbon Steel,Slit Coils,2nd Choice,DX53D,Hot-dip Galvanized (+Z),,1,0.346,,89.9,,2.5,,,,,,PT
88297957,Carbon Steel,Slit Coils,2nd Choice,S355MC,Hot-dip Galvanized (+Z),,1,0.533,,90,,1.45,,,,,,PT
81560516,Carbon Steel,Slit Coils,2nd Choice,DX53D,Hot-dip Galvanized (+Z),,1,0.48,,90.11,,2.5,,,,,,PT
31052241,Carbon Steel,Slit Coils,2nd Choice,HC300LA,Hot-dip Galvanized (+Z),,1,0.452,,90.12,,1.25,,,,,,PT
86435836,Carbon Steel,Slit Coils,2nd Choice,HX260LAD,Hot-dip Galvanized (+Z),,1,0.61,,90.15,,2,,,,,,PT
90522789,Carbon Steel,Slit Coils,2nd Choice,HX260LAD,Hot-dip Galvanized (+Z),,1,0.61,,90.15,,2,,,,,,PT
40406675,Carbon Steel,Slit Coils,2nd Choice,DX53D,Hot-dip Galvanized (+Z),,1,0.444,,54.8,,1,,,,,,PT
91591161,Carbon Steel,Slit Coils,2nd Choice,HX260LAD,Hot-dip Galvanized (+Z),,1,0.444,,90.2,,2.44,,,,,,PT
95227654,Carbon Steel,Slit Coils,2nd Choice,DX54D,Hot-dip Galvanized (+Z),,1,0.778,,93,,1.4,,,,,,PT
91860337,Carbon Steel,Slit Coils,2nd Choice,DX51D,Hot-dip Galvanized (+Z),,1,0.318,,94.04,,1.25,,,,,,PT
60100316,Carbon Steel,Slit Coils,2nd Choice,DX51D,Hot-dip Galvanized (+Z),,1,0.324,,94.05,,1.25,,,,,,PT
46300106,Carbon Steel,Slit Coils,2nd Choice,DX51D,Hot-dip Galvanized (+Z),,1,0.318,,94.07,,1.25,,,,,,PT
24746222,Carbon Steel,Slit Coils,2nd Choice,DX51D,Hot-dip Galvanized (+Z),,1,0.325,,94.08,,1.25,,,,,,PT
77730938,Carbon Steel,Slit Coils,2nd Choice,HC300LA,Hot-dip Galvanized (+Z),,1,0.44,,95.01,,1.4,,,,,,PT
97080937,Carbon Steel,Slit Coils,2nd Choice,HX260LAD,Hot-dip Galvanized (+Z),,1,0.345,,95.03,,1.75,,,,,,PT
49889202,Carbon Steel,Slit Coils,2nd Choice,HX260LAD,Hot-dip Galvanized (+Z),,1,0.343,,95.03,,1.75,,,,,,PT
79938818,Carbon Steel,Slit Coils,2nd Choice,DX51D,Hot-dip Galvanized (+Z),,1,0.472,,95.85,,0.53,,,,,,PT
92957110,Carbon Steel,Slit Coils,2nd Choice,DX53D,Hot-dip Galvanized (+Z),,1,0.444,,54.8,,1,,,,,,PT
53003870,Carbon Steel,Slit Coils,2nd Choice,DX51D,Hot-dip Galvanized (+Z),,1,0.469,,95.85,,0.53,,,,,,PT
79991732,Carbon Steel,Slit Coils,2nd Choice,DX51D,Hot-dip Galvanized (+Z),,1,0.396,,95.85,,0.53,,,,,,PT
50968758,Carbon Steel,Slit Coils,2nd Choice,DX51D,Hot-dip Galvanized (+Z),,1,0.4,,95.85,,0.53,,,,,,PT
78425160,Carbon Steel,Slit Coils,2nd Choice,S355MC,Hot-dip Galvanized (+Z),,1,0.261,,97.1,,1.8,,,,,,PT
38509526,Carbon Steel,Slit Coils,2nd Choice,HCT590X,Hot-dip Galvanized (+Z),,1,0.886,,98.18,,1.6,,,,,,PT
12157353,Carbon Steel,Slit Coils,2nd Choice,HX340LAD,Hot-dip Galvanized (+Z),,1,0.853,,99,,1.2,,,,,,PT
59185311,Carbon Steel,Slit Coils,2nd Choice,DX51D,Hot-dip Galvanized (+Z),,1,0.337,,99.04,,0.5,,,,,,PT
66751667,Carbon Steel,Slit Coils,2nd Choice,HX220LAD,Hot-dip Galvanized (+Z),,1,0.748,,99.8,,1.5,,,,,,PT
36443247,Carbon Steel,Slit Coils,2nd Choice,HX220LAD,Hot-dip Galvanized (+Z),,1,0.889,,99.95,,1.4,,,,,,PT
16825293,Carbon Steel,Slit Coils,2nd Choice,DX51D,Hot-dip Galvanized (+Z),,1,0.042,,165.09,,0.8,,,,,,PT
55754178,Carbon Steel,Slit Coils,2nd Choice,DX52D,Hot-dip Galvanized (+Z),,1,0.192,,54.9,,1.5,,,,,,PT
80505695,Carbon Steel,Slit Coils,2nd Choice,DX51D,Hot-dip Galvanized (+Z),,1,0.05,,358.92,,0.5,,,,,,PT
56801524,Carbon Steel,Slit Coils,2nd Choice,DX52D,Hot-dip Galvanized (+Z),,1,0.064,,317.22,,1.5,,,,,,PT
37748796,Carbon Steel,Slit Coils,2nd Choice,DX51D,Hot-dip Galvanized (+Z),,1,0.087,,108.02,,1.43,,,,,,PT
34770673,Carbon Steel,Slit Coils,2nd Choice,DX51D,Hot-dip Galvanized (+Z),,1,0.087,,108.06,,1.43,,,,,,PT
24751984,Carbon Steel,Slit Coils,2nd Choice,DX51D,Hot-dip Galvanized (+Z),,1,0.092,,137.05,,0.5,,,,,,PT
71931049,Carbon Steel,Slit Coils,2nd Choice,DX51D,Hot-dip Galvanized (+Z),,1,0.1,,108.04,,1.43,,,,,,PT
62050951,Carbon Steel,Slit Coils,2nd Choice,DX51D,Hot-dip Galvanized (+Z),,1,0.1,,358.92,,0.5,,,,,,PT
22150668,Carbon Steel,Slit Coils,2nd Choice,HCT590X,Hot-dip Galvanized (+Z),,1,0.435,,55,,1.37,,,,,,PT
12399102,Carbon Steel,Slit Coils,2nd Choice,HX260LAD,Hot-dip Galvanized (+Z),,1,0.223,,55.05,,1.75,,,,,,PT
24246386,Carbon Steel,Slit Coils,2nd Choice,HCT590X,Hot-dip Galvanized (+Z),,1,0.506,,55.09,,1.37,,,,,,PT
73314936,Carbon Steel,Slit Coils,2nd Choice,HX220LAD,Hot-dip Galvanized (+Z),,1,0.477,,52.11,,0.8,,,,,,PT
74010206,Carbon Steel,Slit Coils,2nd Choice,HX260LAD,Hot-dip Galvanized (+Z),,1,0.213,,55.1,,1.5,,,,,,PT
39128868,Carbon Steel,Slit Coils,2nd Choice,DX56D,Hot-dip Galvanized (+Z),,1,0.187,,56,,1.6,,,,,,PT
99851888,Carbon Steel,Slit Coils,2nd Choice,DP600,Hot-dip Galvanized (+Z),,1,0.288,,56,,1.15,,,,,,PT
72324793,Carbon Steel,Slit Coils,2nd Choice,DP600,Hot-dip Galvanized (+Z),,1,0.294,,56,,1.15,,,,,,PT
82558097,Carbon Steel,Slit Coils,2nd Choice,DP600,Hot-dip Galvanized (+Z),,1,0.265,,56,,1.15,,,,,,PT
93430227,Carbon Steel,Slit Coils,2nd Choice,DP600,Hot-dip Galvanized (+Z),,1,0.265,,56,,1.15,,,,,,PT
71740261,Carbon Steel,Slit Coils,2nd Choice,DP600,Hot-dip Galvanized (+Z),,1,0.267,,56,,1.15,,,,,,PT
45671829,Carbon Steel,Slit Coils,2nd Choice,HX340LAD,Hot-dip Galvanized (+Z),,1,0.451,,56.01,,0.63,,,,,,PT
77924534,Carbon Steel,Slit Coils,2nd Choice,HX340LAD,Hot-dip Galvanized (+Z),,1,0.431,,56.01,,0.63,,,,,,PT
18745155,Carbon Steel,Slit Coils,2nd Choice,DX51D,Hot-dip Galvanized (+Z),,1,0.172,,56.06,,0.5,,,,,,PT
51380743,Carbon Steel,Slit Coils,2nd Choice,DX51D,Hot-dip Galvanized (+Z),,1,0.444,,52.85,,0.5,,,,,,PT
93989895,Carbon Steel,Slit Coils,2nd Choice,HX380LAD,Hot-dip Galvanized (+Z),,1,0.15,,57,,2,,,,,,PT
86268274,Carbon Steel,Slit Coils,2nd Choice,HX380LAD,Hot-dip Galvanized (+Z),,1,0.151,,57,,2,,,,,,PT
48260182,Carbon Steel,Slit Coils,2nd Choice,HX260LAD,Hot-dip Galvanized (+Z),,1,0.27,,58,,1.28,,,,,,PT
46654285,Carbon Steel,Slit Coils,2nd Choice,HR60,Hot-dip Galvanized (+Z),,1,0.384,,58,,2.5,,,,,,PT
70845929,Carbon Steel,Slit Coils,2nd Choice,HCT590X,Hot-dip Galvanized (+Z),,1,0.53,,58.17,,2,,,,,,PT
64323897,Carbon Steel,Slit Coils,2nd Choice,DX53D,Hot-dip Galvanized (+Z),,1,0.097,,58.24,,1,,,,,,PT
95910145,Carbon Steel,Slit Coils,2nd Choice,HX220LAD,Hot-dip Galvanized (+Z),,1,0.247,,59.78,,2.5,,,,,,PT
51631560,Carbon Steel,Slit Coils,2nd Choice,HX260LAD,Hot-dip Galvanized (+Z),,1,0.541,,59.78,,1.76,,,,,,PT
10534539,Carbon Steel,Slit Coils,2nd Choice,HX260LAD,Hot-dip Galvanized (+Z),,1,0.539,,59.78,,1.76,,,,,,PT
27914981,Carbon Steel,Slit Coils,2nd Choice,DX54D,Hot-dip Galvanized (+Z),,1,0.44,,59.8,,1.5,,,,,,PT
69966605,Carbon Steel,Slit Coils,2nd Choice,DX51D,Hot-dip Galvanized (+Z),,1,0.434,,52.85,,0.5,,,,,,PT
23806406,Carbon Steel,Slit Coils,2nd Choice,DX54D,Hot-dip Galvanized (+Z),,1,0.521,,60,,1.8,,,,,,PT
74858955,Carbon Steel,Slit Coils,2nd Choice,HX340LAD,Hot-dip Galvanized (+Z),,1,0.496,,60,,2.5,,,,,,PT
89379841,Carbon Steel,Slit Coils,2nd Choice,DX52D,Hot-dip Galvanized (+Z),,1,0.487,,60,,2,,,,,,PT
13101803,Carbon Steel,Slit Coils,2nd Choice,HX260LAD,Hot-dip Galvanized (+Z),,1,0.247,,60,,1.2,,,,,,PT
